identifier,iptm+ptm,seq_len,average_pLDDT,interface_pLDDT,dG_cross,dSASA_int,hbonds_int,nres_int,sc_value,peptide_interface_pLLDT,receptor_interface_pLLDT
calrl_human___3645,0.4082768822707456,548,65.96164233576651,64.25868421052631,,,,,,72.36180000000002,48.67576923076923
ccr5_human___2098,0.6237216648317229,363,79.21068870523419,74.78612903225809,,,,,,81.92098039215686,41.70636363636363
lgr5_human___1298,0.6873335229880928,926,78.16203023758104,74.55061224489796,,,,,,91.07352941176471,37.09866666666667
ackr2_human___856,,,,,,,,,,,
calcr_human___1162,,,,,,,,,,,
npy1r_human___2098,0.5832120443694382,395,70.57402531645565,69.03888888888888,,,,,,73.59050632911392,36.35
gpr75_human___613,0.6435693463120891,550,56.269490909091026,70.09630769230765,,,,,,75.07727272727271,42.701
npy2r_human___1458,0.5858198659943447,403,76.07071960297765,73.15384615384617,,,,,,79.54014084507043,50.4825
ackr4_human___3570,0.4109933061102947,585,76.65740170940177,65.90614678899082,,,,,,43.701818181818176,80.93676923076922
ccr8_human___1152,0.7114148180435592,383,77.15093994778066,78.39739130434785,,,,,,81.2156862745098,70.41222222222224
fpr1_human___3935,0.5584689123268636,371,76.55660377358494,71.52814814814816,,,,,,81.17459770114944,31.56428571428571
ox1r_human___1152,0.5993206768538011,453,73.95624724061815,72.87268817204301,,,,,,79.44056338028167,51.676363636363654
ghrhr_human___1136,,,,,,,,,,,
cml1_human___3592,0.4768294669817421,403,71.59282878411912,63.51339622641509,,,,,,72.26795180722894,31.92086956521739
ccr10_human___1790,0.5424081877624459,398,72.6811306532664,64.91111111111113,,,,,,69.63175438596491,53.699583333333344
cml2_human___3700,0.2500472727163452,570,64.7406140350876,58.43307692307692,,,,,,61.010886075949365,56.170333333333346
npy5r_human___1157,0.6564653904957329,454,66.33827433628319,67.73627118644069,,,,,,71.76269230769232,37.82571428571429
calrl_human___3935,0.3898433700333524,482,68.43522821576758,58.58621621621623,,,,,,70.14444444444443,27.378999999999998
ackr1_human___3645,0.7317141738623538,423,78.268463356974,71.53865771812082,,,,,,67.45941176470589,76.95640625
cxcr4_human___4358,0.8583410906327394,420,83.6426190476191,88.18581250000001,,,,,,87.79728155339805,88.8878947368421
ccr5_human___776,0.837106625453624,423,82.63836879432624,87.83809859154933,,,,,,88.19789473684212,87.11085106382978
oprm_human___1162,0.5792833486913432,410,65.14092909535448,71.79797297297297,,,,,,77.28169230769231,32.193333333333335
gipr_human___1320,,,,,,,,,,,
ccr3_human___2270,0.43519751083339736,399,76.22393483709276,65.80857142857144,,,,,,74.23062500000002,38.85800000000001
npy1r_human___771,0.31587177927127963,460,67.13323913043479,57.440208333333324,,,,,,64.98163934426229,44.296571428571426
hrh4_human___3633,0.3625613886353904,429,66.30093240093237,61.29500000000001,,,,,,75.68900000000001,25.31
lgr4_human___2019,0.6407818928685854,965,76.01071502590685,82.39886363636363,,,,,,93.66472222222222,31.702499999999997
vipr1_human___1152,,,,,,,,,,,
ccr10_human___1643,0.5778368844578896,393,71.91508905852422,65.88881720430112,,,,,,73.1606060606061,48.11333333333334
ghrhr_human___1152,,,,,,,,,,,
ccr9_human___855,0.6124587938922532,594,62.349680134680135,69.90860824742268,,,,,,73.23999999999998,63.87347826086956
ackr1_human___989,0.5248735612889555,357,73.48885154061621,65.32129870129872,,,,,,73.99178571428573,42.2
pkr2_human___1681,0.5231299881218279,401,70.27720698254363,64.11039603960397,,,,,,71.03619047619047,29.888823529411766
ackr3_human___921,0.5198712877817678,400,75.562725,71.38278846153848,,,,,,79.032125,45.885
fzd1_human___1320,0.5194631389194369,660,72.93440909090911,67.495,,,,,,79.34634146341465,30.11769230769231
par4_human___3570,0.7548537320722095,620,80.04643548387097,80.320593220339,,,,,,62.75194444444443,88.03365853658538
lgr5_human___1997,0.6165511636905484,934,77.47117773019262,75.70736842105265,,,,,,90.36600000000001,41.21647058823529
ackr1_human___856,,,,,,,,,,,
cxcr2_human___1099,0.41158411355385177,388,71.43353092783512,67.91732142857144,,,,,,73.43173913043479,42.550999999999995
npy1r_human___1871,0.7660472179772678,404,74.2459900990099,77.90134615384615,,,,,,81.61047619047618,62.323
par4_human___2270,0.3940924146307991,429,71.98853146853139,67.73493506493503,,,,,,78.45072727272728,40.945454545454545
ccr10_human___3646,0.794980424331313,450,75.68008888888889,85.03635714285713,,,,,,86.19621052631578,82.58777777777777
c5ar2_human___3935,0.5514365942450346,358,76.44918994413408,73.10831325301204,,,,,,83.56815384615383,35.336666666666666
