identifier,iptm+ptm,seq_len,average_pLDDT,interface_pLDDT,dG_cross,dSASA_int,hbonds_int,nres_int,sc_value,peptide_interface_pLLDT,receptor_interface_pLLDT
ackr1_human___1579,0.5087337823494085,349,73.49767241379308,69.38609375000001,,,,,,78.16019230769231,31.365000000000006
ccr9_human___2168,0.5300506159606688,378,70.28724867724867,65.6238028169014,,,,,,70.35564516129034,33.02666666666667
cxcr1_human___821,0.8239384514244747,427,80.90175644028112,80.23474358974356,,,,,,78.5042222222222,82.59454545454545
cxcr5_human___1136,0.4290840713630588,401,69.38795511221946,63.146790123456775,,,,,,69.19396825396827,41.98166666666667
cxcr2_human___687,0.4545435845234906,397,67.34128463476067,54.42322916666664,,,,,,64.44369230769232,33.4125806451613
ccr10_human___687,0.54261252883852,399,69.57789473684208,61.92404040404041,,,,,,69.75753424657536,39.93
par4_human___1458,0.5412184775461639,407,73.3260687960688,67.80575342465751,,,,,,77.59490566037734,41.8645
fzd1_human___612,0.455288208840275,674,72.05839762611272,58.74532258064516,,,,,,71.94666666666666,31.022499999999997
cxcr1_human___1790,0.4509973064588654,386,70.21186528497407,59.088999999999984,,,,,,65.05000000000001,42.34142857142858
c3ar_human___1643,0.4459834080594526,513,62.219356725146206,70.90010638297872,,,,,,81.63309859154931,37.76782608695652
cx3c1_human___5654,0.5979665548054469,368,73.42850543478261,70.54426666666662,,,,,,77.248064516129,38.57230769230769
pkr1_human___1470,0.4521363782043104,418,70.57653110047839,58.89564705882354,,,,,,67.6036923076923,30.594499999999993
glp2r_human___2257,0.7678025738618979,580,62.55899999999999,73.50349514563108,,,,,,75.48355263157895,67.93
crfr2_human___2168,0.5345518112100673,420,70.86992857142862,65.56677966101695,,,,,,71.17000000000002,34.43777777777778
c5ar1_human___574,0.8869103268136214,423,87.24004728132391,92.01848484848487,,,,,,90.82625,94.05114754098359
galr1_human___3700,0.24927236278024117,564,63.27758865248234,58.49162790697674,,,,,,61.93098039215686,56.24282051282052
gipr_human___798,,,,,,,,,,,
oprm_human___3548,0.2722670361469001,719,71.30296244784415,61.69415094339625,,,,,,52.34603773584905,71.0422641509434
npy4r_human___687,0.5556374940553259,412,69.24293689320389,68.24954128440366,,,,,,72.42892857142856,54.206800000000015
fzd6_human___3735,0.55341632075213,724,62.831477900552535,62.654915254237274,,,,,,75.23195121951218,34.007222222222225
ccr3_human___1790,0.5431767984728273,391,76.68953964194371,69.25863636363636,,,,,,78.57422222222223,49.29666666666667
calrl_human___1152,0.7136924148738986,489,69.78969325153373,74.12951219512195,,,,,,75.81426229508196,69.2357142857143
vipr2_human___1283,,,,,,,,,,,
ccr3_human___3647,0.6115364816437449,448,78.13015625000007,79.61583333333336,,,,,,84.33244444444446,69.50880952380952
c5ar1_human___1495,0.5215234397361745,373,78.31734584450403,76.40199999999999,,,,,,87.59892857142856,31.614285714285714
ccr9_human___856,,,,,,,,,,,
fzd6_human___3542,0.44076776451185756,748,63.48755347593578,66.78171875,,,,,,75.105,48.4705
npy5r_human___3570,0.5052238981631126,680,68.61948529411765,66.32138888888888,,,,,,41.883709677419354,84.79865853658539
calcr_human___3935,,,,,,,,,,,
ccr4_human___798,0.887022252679316,429,82.96475524475531,91.35595744680849,,,,,,91.10439560439556,91.81380000000003
ccr1_human___771,0.8455687478423495,431,83.8163573085847,90.07420000000005,,,,,,90.27019230769231,89.63108695652171
cxcr3_human___821,0.8027006799517875,445,76.77501123595512,75.83816666666665,,,,,,75.36190909090905,76.58657142857143
ccr3_human___4358,0.6476324940226132,423,78.466926713948,69.05165644171775,,,,,,72.12676190476189,63.484655172413795
cxcr3_human___3646,0.5484485279199981,456,70.0880043859649,57.178541666666696,,,,,,53.98626666666665,60.648405797101475
glp1r_human___1136,0.8688889711928804,492,77.59918699186981,85.74008264462807,,,,,,85.31597826086957,87.08551724137932
lgr6_human___1333,0.7418669091016926,978,74.29198364008195,81.74263157894737,,,,,,94.33724137931036,41.16
ghrhr_human___3643,,,,,,,,,,,
fzd2_human___1490,0.4408984844250383,585,77.75803418803424,68.72046153846152,,,,,,78.70615384615384,28.7776923076923
ghrhr_human___1272,,,,,,,,,,,
acthr_human___1272,0.32047072605943683,394,67.09393401015227,56.16805970149256,,,,,,59.71315789473685,51.52275862068966
hrh4_human___3700,0.355693643391798,605,65.90599999999998,58.84681818181818,,,,,,56.97673913043478,60.894999999999996
cxcr1_human___758,0.7121129677486199,418,74.4168660287082,68.97327433628321,,,,,,67.48078125000002,70.92265306122448
ackr2_human___808,0.8035016098458903,454,75.31504405286341,80.0423684210526,,,,,,79.32428571428571,81.18477272727273
ccr1_human___646,0.5830301922542624,363,76.69187327823691,78.17166666666667,,,,,,83.535,31.2425
cxcr2_human___819,0.8353263875557551,433,80.80122401847572,80.44528662420375,,,,,,78.71542553191489,83.0263492063492
c5ar2_human___921,0.47906519714198237,375,75.02106666666671,72.58056603773584,,,,,,79.69734939759037,46.89826086956522
calrl_human___3548,0.4937772763658207,780,78.87121794871796,64.81279411764706,,,,,,65.63478260869566,63.09409090909091
lgr5_human___921,0.5278082265677833,945,76.68291005291023,71.21229885057471,,,,,,90.20610169491525,31.189642857142854
ackr1_human___3647,0.6453096896531747,429,76.06100233100236,76.27989473684215,,,,,,75.98912280701757,76.71605263157895
fzd2_human___758,0.37346049536649306,633,75.27216429699837,61.331969696969686,,,,,,70.01297297297296,50.25620689655173
xcr1_human___3542,0.41798953428284913,375,74.55306666666667,64.02692307692311,,,,,,70.55035087719301,46.3204761904762
lgr4_human___776,0.46798236764207035,1022,72.63774951076323,71.9803738317757,,,,,,85.33106666666667,40.689687500000005
ackr4_human___1099,0.3769114081470251,378,70.66529100529105,59.17240000000001,,,,,,65.82105263157894,38.11833333333333
c5ar1_human___646,0.6375634487946423,358,77.30729050279326,82.61974025974025,,,,,,88.14434782608693,34.97
crfr1_human___1514,0.7658353586936055,451,73.25960088691795,69.97058823529413,,,,,,76.82180327868852,52.55708333333333
hrh4_human___1140,0.4820456327894702,423,68.47673758865245,62.06750000000001,,,,,,72.19041666666666,41.82166666666666
ccr6_human___855,0.37982936822236274,599,59.12702838063442,63.44379120879119,,,,,,69.20750000000001,55.03189189189191
lgr5_human___1140,0.5211238134795483,940,77.08473404255322,70.87483870967742,,,,,,91.5668292682927,30.476190476190474
vipr2_human___1047,,,,,,,,,,,
pkr1_human___989,0.5319704739027836,414,71.08625603864733,66.0856923076923,,,,,,73.06543478260869,49.187368421052625
ccr6_human___758,0.8326574916720358,442,75.6280769230769,80.75191304347825,,,,,,81.03928571428571,80.30488888888887
crfr1_human___3700,0.22618868927256316,630,63.4678571428572,61.361071428571464,,,,,,61.65355555555554,61.023589743589746
c5ar1_human___3592,0.5205202791504776,380,78.2614210526316,81.43932584269658,,,,,,88.09506666666664,45.78357142857144
fzd2_human___681,0.3618254110964192,602,75.51755813953486,57.248875,,,,,,72.81079999999999,31.312333333333324
c5ar2_human___1047,0.5289536046044064,361,75.26842105263157,69.40383333333335,,,,,,78.2798979591837,29.865
ccr5_human___1699,0.5951456984914848,380,79.61386842105257,77.63292307692308,,,,,,83.46404255319152,62.40722222222222
ackr3_human___5336,0.5283104509192056,385,75.4972987012987,69.54594594594596,,,,,,78.89738636363637,33.76652173913043
ccr6_human___5654,0.546223083327465,387,70.33204134366927,64.03850746268654,,,,,,70.14277777777774,38.68230769230769
fzd2_human___856,,,,,,,,,,,
c5ar1_human___3700,0.2799398437438877,565,69.21844247787624,54.26344444444443,,,,,,38.5190625,62.95000000000002
ccr6_human___856,,,,,,,,,,,
galr3_human___1157,0.6152733916055636,377,75.04949333333334,70.6169387755102,,,,,,76.44785714285715,35.63142857142857
ccr5_human___3645,0.6875056077005416,439,79.53820045558079,81.64492187500004,,,,,,82.91616279069767,79.04190476190475
npy1r_human___2090,0.5276795816738052,394,70.18685279187822,69.05000000000001,,,,,,74.20702702702704,30.887999999999998
c3ar_human___798,0.7436581688469451,551,64.75186932849363,76.16358974358978,,,,,,78.64837209302326,73.11085714285716
galr1_human___2945,0.34646111210967157,483,77.87173913043478,70.98636363636363,,,,,,72.61233766233767,68.71000000000001
fpr1_human___3570,0.6108232722127096,585,80.5313162393162,72.42323076923077,,,,,,56.63344262295082,86.38231884057969
pth1r_human___2257,,,,,,,,,,,
ccr9_human___817,0.7348338419331121,496,77.48304435483877,88.11568493150685,,,,,,87.70734693877553,88.94937500000002
glr_human___758,0.3808180571127256,545,65.96689908256876,52.18467625899283,,,,,,54.31337500000002,49.29830508474577
cxcr5_human___3570,0.7575744282454616,607,79.96830313014824,77.37864661654136,,,,,,61.1267924528302,88.14550000000004
ghrhr_human___2257,,,,,,,,,,,
gipr_human___1298,,,,,,,,,,,
ccr3_human___798,0.8207973666274333,424,83.33764150943396,85.36833333333334,,,,,,86.76721649484539,82.05878048780488
ccr7_human___1490,0.4913614948361842,398,69.31115577889446,65.03777777777778,,,,,,72.44835616438354,33.21588235294118
ccr1_human___776,0.8485126869460974,426,83.53298122065723,86.62909774436089,,,,,,87.40651685393257,85.05659090909091
fzd6_human___921,0.5038800089535591,744,64.90834677419356,64.38722891566266,,,,,,70.29175438596494,51.44269230769232
glp1r_human___1152,0.7974030263573981,491,73.64334012219962,75.47504424778758,,,,,,76.86635294117646,71.25142857142859
crfr2_human___1272,0.2516756833928553,508,64.32242125984254,56.13165217391303,,,,,,65.59567567567565,39.050243902439036
par4_human___1298,0.5920955255721329,404,70.74351485148507,64.91493827160497,,,,,,71.81920634920638,40.750000000000014
ackr3_human___2257,0.5485706272287638,389,75.97753213367612,67.60879629629632,,,,,,75.63098765432103,43.54222222222223
ccr4_human___758,0.8272433168871155,428,81.51294392523373,85.35221374045798,,,,,,86.4279069767442,83.29644444444443
lgr4_human___5654,0.8063105249925239,964,75.82986514522827,84.41551020408163,,,,,,95.38666666666664,41.628
ox1r_human___758,0.3269584076405718,493,62.556267748478696,56.448365384615386,,,,,,61.9808474576271,49.19466666666667
npy2r_human___1479,0.6520393648077076,389,77.4378149100257,78.8975675675676,,,,,,83.56621212121215,40.38125
ccr5_human___1136,0.5995232472951988,381,79.10522309711291,72.91014492753624,,,,,,78.5696,58.016842105263166
ccr7_human___810,0.8355564326883735,455,75.98720879120877,82.6696899224806,,,,,,80.53892857142854,86.64711111111112
pkr1_human___1004,0.5301991517941069,414,69.00958937198072,60.93282352941178,,,,,,67.54171875,40.79142857142857
glp1r_human___1333,0.4823558016500468,474,70.30327004219403,55.493913043478244,,,,,,64.69171428571428,26.228181818181817
cxcr3_human___2098,0.5171003536788736,379,70.26329815303426,71.47089285714286,,,,,,77.82765957446809,38.27444444444444
glp2r_human___3646,0.34393918909754384,641,57.36960998439938,52.767422680412366,,,,,,55.49262295081968,48.14972222222221
cxcr5_human___821,0.6640742223950861,449,73.68518930957684,69.50041884816756,,,,,,68.80123966942148,70.70899999999999
cxcr4_human___646,0.596414840757546,360,74.60291666666667,79.6334285714286,,,,,,85.44096774193551,34.625
cml2_human___644,0.711311696938388,364,79.02758241758237,75.56358024691356,,,,,,78.67180555555554,50.69777777777777
ccr1_human___2098,0.6959628915218978,366,79.75863387978146,77.28666666666666,,,,,,82.49795918367347,54.07272727272727
ccr3_human___2019,0.6381156907471353,369,79.73682926829267,70.05635135135135,,,,,,75.11116666666666,48.392857142857146
ccr4_human___681,0.5194588191113716,397,74.32806045340045,68.11317647058824,,,,,,76.89650793650794,42.9609090909091
npy1r_human___921,0.48016781820927124,422,70.292654028436,62.68624999999999,,,,,,66.68799999999999,50.08814814814815
c3ar_human___2019,0.661519811302957,496,63.13864919354837,73.8093902439024,,,,,,80.09249999999996,43.291428571428575
npy2r_human___861,0.7876190571196771,385,78.46602597402597,84.69577777777775,,,,,,87.52487804878047,55.69749999999999
calrl_human___4057,0.4944209181629682,481,69.19451143451147,59.591410256410256,,,,,,69.05827586206898,32.13749999999999
pth1r_human___3542,,,,,,,,,,,
glr_human___3643,0.8380571464700104,504,73.24527777777782,80.00874999999999,,,,,,80.24316831683169,79.13185185185185
ccr5_human___758,0.8979336063062018,420,86.34457142857144,92.71993589743587,,,,,,92.33129629629626,93.59437500000001
npy5r_human___5895,0.5591169409949011,471,64.7979617834395,74.24132075471702,,,,,,81.14265060240967,49.33652173913043
calcr_human___1140,,,,,,,,,,,
lgr5_human___3606,0.6011739472360544,925,77.91312432432426,77.02590163934424,,,,,,92.69782608695652,28.965333333333334
gipr_human___3594,,,,,,,,,,,
pth1r_human___3594,,,,,,,,,,,
cml2_human___3592,0.5091197219800655,385,75.0114805194805,70.36979797979794,,,,,,80.00696202531641,32.303000000000004
npy5r_human___3643,0.5298349155749725,472,63.746885593220384,68.05173469387759,,,,,,74.9804,45.45826086956522
cx3c1_human___921,0.5385797022921806,393,69.69956743002543,62.46506024096386,,,,,,69.41571428571429,48.04888888888889
calcr_human___3643,,,,,,,,,,,
galr3_human___3594,0.7112818807102905,428,73.59476635514017,68.75316831683168,,,,,,79.38220338983051,53.821904761904776
pth2r_human___5895,,,,,,,,,,,
glp2r_human___3542,0.764996100987554,595,66.21796638655465,82.61581081081083,,,,,,84.7666355140187,77.00268292682927
fzd6_human___681,0.4255626061548672,743,61.358748317631196,57.0708,,,,,,69.91218749999999,34.24166666666666
pth1r_human___1152,,,,,,,,,,,
cxcr6_human___855,0.679994710444501,567,67.2976543209876,79.32166666666667,,,,,,85.15879032258064,69.54054054054055
glp1r_human___4358,0.3492480466798472,531,65.270263653484,57.42915151515151,,,,,,64.72425742574258,45.9165625
ox1r_human___1157,0.6762537851261918,434,72.94784722222222,75.90349206349207,,,,,,80.50571428571428,39.08571428571429
ccr10_human___3640,0.4056248101772556,439,70.26492027334855,60.14647058823528,,,,,,58.021428571428565,63.579230769230776
fzd1_human___1490,0.42776507507868605,667,72.42772113943025,60.008041237113375,,,,,,68.63910256410256,24.57526315789474
ccr9_human___808,0.8299700233718822,439,81.47776765375845,81.85340740740749,,,,,,79.32395348837214,86.29285714285717
vipr2_human___921,,,,,,,,,,,
cxcr4_human___921,0.6132498185623911,390,77.20415384615383,68.99342465753423,,,,,,72.52036363636363,58.21666666666667
ccr10_human___3700,0.31828770845996623,577,63.70570190641249,61.923596491228075,,,,,,60.876724137931035,63.00785714285716
ccr2_human___754,0.719469288004396,466,71.57474248927039,77.9658333333334,,,,,,81.53284974093263,68.26957746478875
calcr_human___3700,,,,,,,,,,,
ccr6_human___1152,0.6571193527005765,402,71.96174129353228,69.68212121212122,,,,,,70.63787234042553,67.31789473684212
pth2r_human___1162,,,,,,,,,,,
vipr1_human___1871,,,,,,,,,,,
ackr1_human___1470,0.5078303087987861,361,72.33742382271465,66.26599999999999,,,,,,76.31116883116881,32.63652173913044
cml1_human___574,0.40557120595770396,446,69.72908071748877,56.613387096774176,,,,,,57.099733333333326,55.868979591836734
cxcr4_human___758,0.6343918913498816,420,74.31895238095242,71.95026086956524,,,,,,77.03732394366199,63.7415909090909
ox1r_human___1871,0.5345008861768714,445,71.46919101123594,67.96145631067958,,,,,,76.75168674698794,31.482
xcr1_human___3647,0.6735238142362691,426,79.71133802816905,87.01415492957754,,,,,,87.84393939393944,85.10372093023254
cml2_human___646,0.7346052692016126,363,79.81892561983469,77.53414634146343,,,,,,80.29148648648649,52.02875
pth1r_human___855,,,,,,,,,,,
cxcr6_human___2156,0.6773833878063426,350,73.95362857142855,71.45163636363637,,,,,,75.80744680851063,45.861250000000005
gpr75_human___2090,0.6469906573438022,550,55.881690909090906,68.86660714285713,,,,,,74.30391304347825,43.855000000000004
fzd1_human___644,0.5030779536295433,656,72.8577591463415,58.32262295081967,,,,,,64.20288461538462,24.34777777777778
fzd6_human___3594,0.42251163904976413,766,60.67283289817235,56.69,,,,,,72.43462962962961,34.316052631578955
crfr1_human___2257,0.4039624089997013,442,70.42002262443434,56.97322580645164,,,,,,66.59712121212121,33.44814814814816
ackr1_human___1458,0.4632319325488351,358,72.82907821229051,70.29042857142855,,,,,,80.46207547169813,38.57882352941177
galr3_human___3643,0.4807437949486535,395,73.97010126582273,69.20700000000005,,,,,,83.7706153846154,31.341599999999993
fpr1_human___1157,0.6432077394988909,359,78.99484593837539,78.77890624999998,,,,,,84.13526315789473,35.16285714285714
fzd2_human___921,0.4257365034986929,603,77.4771144278607,66.01249999999999,,,,,,75.1374074074074,43.615
vipr2_human___1152,,,,,,,,,,,
ccr9_human___798,0.548700469004489,438,73.57079908675802,70.4389473684211,,,,,,72.87452830188678,64.82652173913043
calcr_human___2257,,,,,,,,,,,
cxcr6_human___1320,0.4990291985575901,355,73.47498591549288,68.07000000000004,,,,,,75.6872307692308,29.98384615384616
xcr1_human___1790,0.5035619496330084,369,75.87298102981025,64.85333333333334,,,,,,72.19391304347826,47.970000000000006
par4_human___574,0.41880153537837006,458,70.75945414847166,63.85048192771086,,,,,,66.95685185185188,58.06620689655172
ackr3_human___1004,0.6108441962118585,383,76.2053263707572,64.0,,,,,,68.1044,53.739
cxcr3_human___3645,0.7533060279799254,455,79.00195604395599,81.03691489361705,,,,,,80.03560344827586,82.65013888888888
ccr2_human___771,0.8535900944387321,450,78.43566666666659,90.76089041095888,,,,,,91.19326732673267,89.79044444444443
cxcr6_human___810,0.3715237318655954,419,69.31995226730311,60.18394366197185,,,,,,66.0904761904762,51.62965517241379
cxcr1_human___798,0.7473013623198103,419,76.34754176610979,75.37202531645576,,,,,,76.6849090909091,72.36333333333333
lgr6_human___1157,0.7002816516891857,976,74.61981519507172,81.90352941176472,,,,,,94.63740740740742,32.787142857142854
galr3_human___613,0.8475235007308356,378,77.1062169312169,84.33033333333337,,,,,,86.32700000000003,74.34700000000001
cxcr3_human___1790,0.45046639745845984,404,69.85257425742573,69.69864864864863,,,,,,76.53946428571427,48.416111111111114
cxcr3_human___2257,0.6482789835693953,395,72.77736708860763,73.0647169811321,,,,,,75.04166666666669,68.87823529411766
cxcr1_human___3542,0.37876568805005767,392,67.69413265306127,51.424158415841575,,,,,,59.00260869565216,35.083125
lgr6_human___582,0.75565231992156,974,73.76105749486652,84.38485714285714,,,,,,94.98724137931033,33.13999999999999
cxcr1_human___1504,0.6138226718715956,386,72.1898704663212,65.08649350649351,,,,,,66.54680000000002,62.38222222222224
fzd6_human___646,0.5557250364973891,714,63.36098039215686,67.96021739130433,,,,,,76.37842105263157,27.97375
cml1_human___681,0.47003884671852963,410,70.05946341463417,61.34306666666664,,,,,,72.65247787610619,26.803513513513522
cx3c1_human___817,0.5016807130775619,482,71.31632780082997,74.55409523809526,,,,,,76.44843750000001,71.5970731707317
ackr2_human___821,0.7784032421975445,461,74.06835140997833,80.67270967741933,,,,,,83.86158878504672,73.56416666666665
npy1r_human___2089,0.5454066474314733,394,70.91119289340101,65.04988095238093,,,,,,69.44351351351351,32.537
npy4r_human___771,0.35768007220132225,451,67.24496674057652,55.51000000000002,,,,,,59.78015384615385,50.17230769230769
pth2r_human___1152,,,,,,,,,,,
ccr7_human___856,,,,,,,,,,,
fzd2_human___1643,0.45059571436475054,596,78.18124161073837,64.96434210526316,,,,,,80.49557692307692,31.31333333333333
galr3_human___921,0.6608665638644621,406,77.40970443349758,80.52585714285713,,,,,,84.359,70.94300000000001
ox1r_human___1479,0.7110872090966863,433,70.76720554272524,77.61915492957746,,,,,,81.28285714285715,48.7675
glp2r_human___1152,0.7997229476193911,581,64.02638554216864,78.25828828828833,,,,,,78.92939759036148,76.26892857142857
ackr2_human___921,0.5005396448911612,422,64.10220379146922,67.43761538461538,,,,,,72.54590476190477,45.9828
ccr7_human___1504,0.6672540475189197,414,70.23521739130435,69.07515151515149,,,,,,70.78395348837208,65.88043478260869
c3ar_human___2168,0.6692847414277903,491,63.59539714867617,75.54858974358977,,,,,,80.13913043478263,40.35444444444445
ox1r_human___613,0.6365707894099295,435,72.70901149425289,76.93487179487185,,,,,,82.60897058823535,38.351
cx3c1_human___2257,0.6812615035110614,382,76.83678010471205,73.26080645161291,,,,,,75.7552272727273,67.16333333333334
vipr2_human___1136,,,,,,,,,,,
fzd1_human___921,0.42075614365613345,685,71.00408759124097,63.38101449275362,,,,,,74.02874999999999,39.04333333333333
gipr_human___1136,,,,,,,,,,,
ackr3_human___2019,0.5750012711521069,376,77.31598404255318,67.69071428571426,,,,,,74.49414285714285,33.673571428571435
npy4r_human___1514,0.8664579685567124,411,78.50211678832109,85.74529411764706,,,,,,86.25035714285714,84.53314285714283
ccr4_human___3640,0.43901667188497673,437,75.10304347826083,59.29644067796609,,,,,,47.004583333333336,67.72514285714283
galr3_human___644,0.6202973780268854,377,76.664350132626,76.98250000000003,,,,,,83.63085106382981,42.263333333333335
crfr2_human___1867,0.31134098047942993,513,63.32237816764126,54.370227272727334,,,,,,60.11227272727276,44.80015151515151
vipr1_human___808,,,,,,,,,,,
ccr5_human___5654,0.5955604486798554,365,76.3725205479452,73.28024096385539,,,,,,80.83342857142854,32.60923076923077
gipr_human___1790,,,,,,,,,,,
fzd6_human___3548,0.6193735641491561,1025,71.6620195121951,77.72407079646017,,,,,,73.5869230769231,81.25081967213119
cxcr5_human___2257,0.7864053375421288,399,75.2821553884712,78.11619999999998,,,,,,79.97316455696199,71.13047619047622
ccr6_human___817,0.6690332457989554,501,73.92319361277448,84.3305303030303,,,,,,84.40725274725274,84.16024390243903
cx3c1_human___856,,,,,,,,,,,
ccr10_human___1514,0.6789230401287702,398,73.41929648241202,72.44341772151898,,,,,,72.52649122807019,72.22818181818182
acthr_human___4358,0.3862829745389199,365,72.32290410958906,61.30107142857145,,,,,,66.70381578947371,49.89527777777779
crfr2_human___1333,0.5149558819182785,422,72.22843601895735,65.67071428571427,,,,,,72.41966101694915,29.471818181818183
glr_human___1272,0.2675916678950397,574,64.60597560975604,44.526060606060604,,,,,,51.56151515151515,30.455151515151513
cxcr1_human___819,0.8173586703042511,423,80.28016548463356,77.59617834394906,,,,,,75.17188888888887,80.85268656716417
galr3_human___612,0.6204782836553792,395,75.69521518987338,70.68935064935062,,,,,,78.90814814814813,51.39304347826086
npy2r_human___2270,0.4967903849203058,425,76.91517647058822,73.79689655172417,,,,,,79.7403076923077,56.23681818181819
ccr9_human___810,0.8107626411377793,446,81.84813901345291,82.74484848484846,,,,,,83.38623529411767,81.58489361702124
lgr4_human___3700,0.6306349689323986,1166,74.06284734133793,94.41229729729731,,,,,,96.3822448979592,90.5512
pkr1_human___3548,0.2541900820890867,712,72.43348314606743,65.25560975609756,,,,,,54.61745454545456,73.86000000000001
ccr8_human___861,0.7049343040933734,359,76.65941504178268,78.61382352941177,,,,,,83.382,42.8525
lgr6_human___1997,0.608339382841631,994,73.36473843058349,74.71464285714285,,,,,,89.84358974358973,40.00705882352942
glr_human___2257,0.8402719348109648,504,73.50664682539677,80.51798319327735,,,,,,81.54739130434787,77.01037037037037
glp1r_human___3542,0.7632668781841434,505,75.59819801980196,79.84222972972974,,,,,,83.78301886792453,69.89642857142857
lgr6_human___2270,0.4625132256974699,1011,72.61215628091007,66.21560975609756,,,,,,91.20346938775509,29.112424242424243
ackr3_human___1579,0.6014196431039465,375,75.92272727272723,70.86637499999998,,,,,,77.49220588235293,33.32
crfr1_human___1790,0.4024437196872741,451,69.1506430155211,58.14372881355933,,,,,,69.28512195121951,32.766111111111115
glr_human___754,0.5075430999169509,569,67.78880492091386,61.252692307692314,,,,,,65.38794871794873,53.80923076923078
lgr6_human___3700,0.6795587549053416,1182,72.32527918781716,91.23960000000005,,,,,,95.12199999999997,84.02942857142855
fpr1_human___2019,0.6184910201169385,364,77.6442857142857,75.3639534883721,,,,,,83.04152777777779,35.879285714285714
pkr2_human___1867,0.8315523778305124,486,79.98397119341558,86.18675213675213,,,,,,85.31567164179107,87.35400000000001
glr_human___6067,0.5071417625048854,499,70.45903807615231,57.08639999999998,,,,,,63.47584905660378,41.693636363636365
crfr2_human___921,0.7984669851518682,449,76.23641425389748,82.41192592592589,,,,,,82.03144329896904,83.38315789473683
npy5r_human___758,0.36398555706329255,513,59.817368421052564,55.822975206611574,,,,,,57.51716417910448,53.72092592592591
ccr3_human___3542,0.45164057770808114,397,76.1719899244333,68.26885714285716,,,,,,77.23,47.359523809523814
npy4r_human___1140,0.41161117361076205,408,69.64343137254899,56.521477272727296,,,,,,66.01516666666667,36.17785714285714
ccr9_human___3542,0.3459932741570893,411,66.67155717761558,47.149589041095886,,,,,,58.649761904761895,31.568709677419353
fpr1_human___612,0.4950514134305572,377,75.47907161803715,72.48847457627122,,,,,,81.884,33.68086956521739
ccr9_human___3548,0.4104625447116873,688,78.15040697674416,64.90945945945948,,,,,,62.41070422535212,69.34475
c3ar_human___2090,0.6283345038183477,492,61.821626016260126,71.03796296296298,,,,,,77.09022727272729,44.408
lgr6_human___5654,0.8141164699639066,980,73.77315306122458,84.17789473684208,,,,,,95.33088888888885,42.354166666666664
pkr2_human___989,0.5208338024569366,405,73.05925925925919,61.69625,,,,,,66.8816393442623,45.04842105263157
pth2r_human___1099,,,,,,,,,,,
glp1r_human___1157,0.5574967130833687,472,71.42553191489353,64.85355555555556,,,,,,70.04526315789474,36.67
cxcr6_human___2270,0.35871726867270515,386,72.88259067357511,68.90841463414634,,,,,,77.3374193548387,42.7785
fzd2_human___3548,0.6377775080302056,884,81.52227375565616,80.86177777777779,,,,,,84.71842105263158,78.04346153846153
ackr1_human___573,0.36868243115740074,410,70.69480487804873,64.87434782608698,,,,,,68.630350877193,58.757428571428576
npy2r_human___1157,0.7109009665537454,390,77.59376288659791,79.26115942028989,,,,,,83.19967741935487,44.37714285714286
fpr1_human___771,0.31365044058067526,426,72.45403755868543,72.57255813953488,,,,,,81.57846153846151,51.00578947368421
pth1r_human___1283,,,,,,,,,,,
glp2r_human___3645,0.5587826756952154,640,63.543734374999914,68.09233644859812,,,,,,70.63095890410958,62.641764705882345
cml2_human___1157,0.6579289403916664,364,79.56740331491706,70.05754098360653,,,,,,73.58407407407407,42.85285714285715
pth1r_human___1871,,,,,,,,,,,
cxcr5_human___819,0.6863110553113198,445,74.64044943820225,72.80930107526883,,,,,,72.5290909090909,73.3309230769231
lgr6_human___3548,0.46624694473915623,1286,72.1604121306377,77.36644578313253,,,,,,86.53613207547171,61.16666666666664
crfr1_human___921,0.7829161073201344,453,76.10841059602645,81.28318518518518,,,,,,81.13494845360826,81.66157894736841
cxcr1_human___3643,0.566293610519949,377,72.31755968169763,65.2503125,,,,,,66.81765957446807,60.91705882352941
ccr5_human___754,0.768929465192103,444,77.64313063063067,81.14362549800798,,,,,,84.32767955801104,72.91057142857143
crfr1_human___687,0.4076529309292479,452,68.75597345132746,52.12790476190476,,,,,,65.5144117647059,27.525675675675675
lgr6_human___4057,0.6211921320755641,987,73.71458966565356,75.13843137254902,,,,,,92.65833333333336,33.090666666666664
c5ar1_human___921,0.6511165947220658,388,79.26603092783499,69.36261363636369,,,,,,73.31164179104482,56.76333333333332
oprm_human___3700,0.2456024038896766,615,58.45500813008129,57.722894736842136,,,,,,58.627358490566074,56.93704918032789
crfr2_human___1152,0.534590323015314,439,71.64355353075176,66.50406249999997,,,,,,72.08840579710143,52.232962962962965
c5ar2_human___2257,0.5283193936119055,364,76.71739010989009,72.76740740740742,,,,,,84.07180722891566,35.2368
gpr75_human___2089,0.6740881051319838,550,56.03458181818182,69.73963636363638,,,,,,74.70755555555557,47.384
crfr1_human___2174,0.5310490096223472,424,71.5868632075472,66.723,,,,,,72.59235294117647,33.46333333333333
acthr_human___3542,0.35293408908332996,339,69.91734513274339,53.640533333333345,,,,,,65.9171739130435,34.167241379310354
ccr1_human___861,0.7306598856711183,359,80.3540389972145,80.8861111111111,,,,,,85.64125,42.845
calcr_human___1099,,,,,,,,,,,
npy2r_human___1283,0.6739852104954944,391,78.29132992327371,78.13388888888888,,,,,,83.66887096774194,43.817
